DCF,descdepto,descclase,descfamilia
33013,MUEBLE SUELTO                 ,JARDIN                        ,SOMBRILLA PARA PLAYA          
33014,MUEBLE SUELTO                 ,JARDIN                        ,TOLDO BAJA                    
33016,MUEBLE SUELTO                 ,JARDIN                        ,BANCAS BAJA                   
33123,MUEBLE SUELTO                 ,SILLAS/BANCAS                 ,SILLA MADERA                  
33410,MUEBLE SUELTO                 ,ROPEROS                       ,LAMINADO 1.60 M CLASICO       
33522,MUEBLE SUELTO                 ,CAMASTROS                     ,CAMASTROS                     
33616,MUEBLE SUELTO                 ,COMODAS                       ,MADERA 0.80 M CONTEMPORANEO   
33622,MUEBLE SUELTO                 ,COMODAS                       ,MADERA    1.20 M CONTEMPORANEO
33802,MUEBLE SUELTO                 ,ALMACENAMIENTO                ,MUEBLE DIVISOR                
33803,MUEBLE SUELTO                 ,ALMACENAMIENTO                ,ZAPATERAS                     
33804,MUEBLE SUELTO                 ,ALMACENAMIENTO                ,TOALLEROS                     
33805,MUEBLE SUELTO                 ,ALMACENAMIENTO                ,CAJAS Y CANASTOS              
33807,MUEBLE SUELTO                 ,ALMACENAMIENTO                ,ACCESORIOS DE LAVANDERIA      
33809,MUEBLE SUELTO                 ,ALMACENAMIENTO                ,ORGANIZADORES DE BAÑO         
33810,MUEBLE SUELTO                 ,ALMACENAMIENTO                ,BAÑO                          
33811,MUEBLE SUELTO                 ,ALMACENAMIENTO                ,CARROS MULTIUSOS              
33812,MUEBLE SUELTO                 ,ALMACENAMIENTO                ,CLOSET Y ACCESORIOS DE CLOSET 
33813,MUEBLE SUELTO                 ,ALMACENAMIENTO                ,BOTES Y CONTENEDORES DE BASURA
33815,MUEBLE SUELTO                 ,ALMACENAMIENTO                ,REPISAS Y PERCHEROS           
33816,MUEBLE SUELTO                 ,ALMACENAMIENTO                ,ESTANTES Y GABINETES          
33817,MUEBLE SUELTO                 ,ALMACENAMIENTO                ,ORGANIZADORES DE COCINA       
33818,MUEBLE SUELTO                 ,ALMACENAMIENTO                ,ORGANIZADORES DE OFICINA      
34112,MUEBLE SUELTO                 ,MESAS PARA JARDIN             ,MESA METAL P/SET              
34211,MUEBLE SUELTO                 ,COCINAS                       ,2.60 CONTEMPORANEO            
34724,MUEBLE SUELTO                 ,CUBRE AREA EXTERIOR           ,GAZEBO                        
34925,MUEBLE SUELTO                 ,ACCESORIOS PARA JARDIN        ,ILUMINACION EXTERIOR          
34927,MUEBLE SUELTO                 ,ACCESORIOS PARA JARDIN        ,JARDIN ARTIFICIAL             
35204,MUEBLE SUELTO                 ,PORTAGARRAFON                 ,PORTAGARRAFON TORRE           
44006,"SALAS, RECAMARAS, COMEDORES   ",MESAS SALAS                   ,MESA DE CENTRO MADERA CLASICA 
45030,"SALAS, RECAMARAS, COMEDORES   ",ILUMINACION                   ,PLAFONES CLASICOS             
45306,"SALAS, RECAMARAS, COMEDORES   ",BAÑO                          ,CESTO                         
45445,"SALAS, RECAMARAS, COMEDORES   ",ACCESORIOS DE MESA            ,FOLLAJE                       
45450,"SALAS, RECAMARAS, COMEDORES   ",ACCESORIOS DE MESA            ,ARTESANIA                     
45453,"SALAS, RECAMARAS, COMEDORES   ",ACCESORIOS DE MESA            ,ARBOLES                       
45512,"SALAS, RECAMARAS, COMEDORES   ",COJINES                       ,COJINES ESTAMPADOS            
45551,"SALAS, RECAMARAS, COMEDORES   ",COJINES                       ,COJINES  POR COLECCION        
45915,"SALAS, RECAMARAS, COMEDORES   ",TAPETES                       ,TAPETE DE AREA                
46002,"SALAS, RECAMARAS, COMEDORES   ",RECAMARAS                     ,RECAMARA CLASICA              
46304,"SALAS, RECAMARAS, COMEDORES   ",MUEBLES PARA TV               ,CENTRO DE ENTRET.  RUSTICO    
49140,"SALAS, RECAMARAS, COMEDORES   ",ROPA DE CAMA INTERIOR         ,PROTECTOR COLCHON MARCA GLOBAL
50333,BICICLETAS/BEBES/AUTOMOTRIZ   ,JUGUETES                      ,CORREPASILLOS COMER           
50334,BICICLETAS/BEBES/AUTOMOTRIZ   ,JUGUETES                      ,CARRITO DE PASEO COMER        
50336,BICICLETAS/BEBES/AUTOMOTRIZ   ,JUGUETES                      ,ELECTRICOS PEQUEÑOS COMER     
50337,BICICLETAS/BEBES/AUTOMOTRIZ   ,JUGUETES                      ,SCOOTER INFANTIL NIÑA COMER   
50338,BICICLETAS/BEBES/AUTOMOTRIZ   ,JUGUETES                      ,SCOOTER INFANTIL NIÑO COMER   
50339,BICICLETAS/BEBES/AUTOMOTRIZ   ,JUGUETES                      ,SCOOTER JUVENIL COMER         
50340,BICICLETAS/BEBES/AUTOMOTRIZ   ,JUGUETES                      ,TRICICLO INFANTIL NIÑA COMER  
50341,BICICLETAS/BEBES/AUTOMOTRIZ   ,JUGUETES                      ,TRICICLO INFANTIL NIÑO COMER  
50342,BICICLETAS/BEBES/AUTOMOTRIZ   ,JUGUETES                      ,TRICICLO ETAPAS COMER         
50343,BICICLETAS/BEBES/AUTOMOTRIZ   ,JUGUETES                      ,PATINES JUVENILES COMER       
50344,BICICLETAS/BEBES/AUTOMOTRIZ   ,JUGUETES                      ,PATINES INFANTILES COMER      
50356,BICICLETAS/BEBES/AUTOMOTRIZ   ,JUGUETES                      ,PATINES PREESCOLAR COMER      
50357,BICICLETAS/BEBES/AUTOMOTRIZ   ,JUGUETES                      ,EDUCATIVOS COMER              
50358,BICICLETAS/BEBES/AUTOMOTRIZ   ,JUGUETES                      ,COCINAS CASITAS MERCADO COMER 
50359,BICICLETAS/BEBES/AUTOMOTRIZ   ,JUGUETES                      ,JUGUETES VARIOS COMER         
50360,BICICLETAS/BEBES/AUTOMOTRIZ   ,JUGUETES                      ,JUEGOS DE PARQUE COMER        
50361,BICICLETAS/BEBES/AUTOMOTRIZ   ,JUGUETES                      ,BLOQUES DE CONSTRUCCION COMER 
50362,BICICLETAS/BEBES/AUTOMOTRIZ   ,JUGUETES                      ,VEHICULO R/C ESCALA COMER     
50363,BICICLETAS/BEBES/AUTOMOTRIZ   ,JUGUETES                      ,DRONES R/C COMER              
50364,BICICLETAS/BEBES/AUTOMOTRIZ   ,JUGUETES                      ,PATINETAS COMER               
50366,BICICLETAS/BEBES/AUTOMOTRIZ   ,JUGUETES                      ,ACTIVIDADES COMER             
50367,BICICLETAS/BEBES/AUTOMOTRIZ   ,JUGUETES                      ,JUGUETES OUTDOOR COMER        
50368,BICICLETAS/BEBES/AUTOMOTRIZ   ,JUGUETES                      ,AUTOPISTAS COMER              
50369,BICICLETAS/BEBES/AUTOMOTRIZ   ,JUGUETES                      ,CASITAS COMER                 
50618,BICICLETAS/BEBES/AUTOMOTRIZ   ,LLANTAS                       ,PASAJERO RIN 18               
50630,BICICLETAS/BEBES/AUTOMOTRIZ   ,LLANTAS                       ,LLANTAS DE CAMION             
50636,BICICLETAS/BEBES/AUTOMOTRIZ   ,LLANTAS                       ,PASAJERO RIN 15.COM           
50640,BICICLETAS/BEBES/AUTOMOTRIZ   ,LLANTAS                       ,PASAJERO RIN 17.COM           
50642,BICICLETAS/BEBES/AUTOMOTRIZ   ,LLANTAS                       ,PASAJERO RIN 18.COM           
50644,BICICLETAS/BEBES/AUTOMOTRIZ   ,LLANTAS                       ,PASAJERO RIN 19.COM           
50646,BICICLETAS/BEBES/AUTOMOTRIZ   ,LLANTAS                       ,PASAJERO RIN 20.COM           
50648,BICICLETAS/BEBES/AUTOMOTRIZ   ,LLANTAS                       ,CAMIONETA RIN 14.COM          
50650,BICICLETAS/BEBES/AUTOMOTRIZ   ,LLANTAS                       ,CAMIONETA RIN 15.COM          
50652,BICICLETAS/BEBES/AUTOMOTRIZ   ,LLANTAS                       ,CAMIONETA RIN 16.COM          
50654,BICICLETAS/BEBES/AUTOMOTRIZ   ,LLANTAS                       ,CAMIONETA RIN 17.COM          
50658,BICICLETAS/BEBES/AUTOMOTRIZ   ,LLANTAS                       ,CAMIONETA RIN 19.COM          
50660,BICICLETAS/BEBES/AUTOMOTRIZ   ,LLANTAS                       ,COPPEL.COM                    
50760,BICICLETAS/BEBES/AUTOMOTRIZ   ,ACUMULADORES                  ,ACUMULADORES/BATERIAS.COM     
51112,BICICLETAS/BEBES/AUTOMOTRIZ   ,ACCESORIOS BICICLETAS         ,GUANTES                       
51120,BICICLETAS/BEBES/AUTOMOTRIZ   ,ACCESORIOS BICICLETAS         ,MOCHILA Y ALFORJAS            
51125,BICICLETAS/BEBES/AUTOMOTRIZ   ,ACCESORIOS BICICLETAS         ,CANDADO                       
51145,BICICLETAS/BEBES/AUTOMOTRIZ   ,ACCESORIOS BICICLETAS         ,ASIENTOS Y CUBREASIENTOS      
51201,BICICLETAS/BEBES/AUTOMOTRIZ   ,SALUD Y BIENESTAR             ,APARATOS MEDICOS              
51205,BICICLETAS/BEBES/AUTOMOTRIZ   ,SALUD Y BIENESTAR             ,ACCESORIOS MEDICOS            
51210,BICICLETAS/BEBES/AUTOMOTRIZ   ,SALUD Y BIENESTAR             ,APARATOS ORTOPEDICOS          
51215,BICICLETAS/BEBES/AUTOMOTRIZ   ,SALUD Y BIENESTAR             ,ACCESORIOS ORTOPEDICOS        
51501,BICICLETAS/BEBES/AUTOMOTRIZ   ,BICICLETA ADULTO              ,RIN 24 MTB SUSP DEL CABALLERO 
51860,BICICLETAS/BEBES/AUTOMOTRIZ   ,Bicicletas de Carga y Trabajo ,.COM BICICLETA DE CARGA       
52015,BICICLETAS/BEBES/AUTOMOTRIZ   ,ACCESORIOS AUTOMOTRIZ VARIOS  ,ACEITES Y ANTICONGELANTES     
53276,BICICLETAS/BEBES/AUTOMOTRIZ   ,HERRAMIENTAS ELECTRICAS       ,HERR ELEC .COM ESPECIALES     
53314,BICICLETAS/BEBES/AUTOMOTRIZ   ,HERRAMIENTAS MANUALES         ,JUEGO DE LLAVES.COM           
53531,BICICLETAS/BEBES/AUTOMOTRIZ   ,FOCOS                         ,FOCOS MAYOREO                 
56007,BICICLETAS/BEBES/AUTOMOTRIZ   ,BAÑOS                         ,TARJAS                        
56008,BICICLETAS/BEBES/AUTOMOTRIZ   ,BAÑOS                         ,BAÑOS MAYOREO                 
56105,BICICLETAS/BEBES/AUTOMOTRIZ   ,PINTURA                       ,PINTURAS MAYOREO              
56205,BICICLETAS/BEBES/AUTOMOTRIZ   ,MATERIAL ELECTRICO            ,MATERIAL ELECTRICO MAYOREO    
56302,BICICLETAS/BEBES/AUTOMOTRIZ   ,FERRETERIA                    ,FERRETERIA MAYOREO            
56403,BICICLETAS/BEBES/AUTOMOTRIZ   ,PLOMERIA                      ,PLOMERIA MAYOREO              
56703,BICICLETAS/BEBES/AUTOMOTRIZ   ,PUERTAS                       ,MARCOS PARA PUERTA            
57503,BICICLETAS/BEBES/AUTOMOTRIZ   ,REFACCIONES                   ,ACEITE PARA MOTO              
57504,BICICLETAS/BEBES/AUTOMOTRIZ   ,REFACCIONES                   ,ZAPATA FRENO TAMBOR MOTO      
57506,BICICLETAS/BEBES/AUTOMOTRIZ   ,REFACCIONES                   ,BANDA DE CAUCHO MOTO          
57508,BICICLETAS/BEBES/AUTOMOTRIZ   ,REFACCIONES                   ,BUJIA DE ENCENDIDO MOTO       
57509,BICICLETAS/BEBES/AUTOMOTRIZ   ,REFACCIONES                   ,CABLES ELECTRICOS MOTOS       
57510,BICICLETAS/BEBES/AUTOMOTRIZ   ,REFACCIONES                   ,CABLES DE EMBRAGUE MOTO       
57511,BICICLETAS/BEBES/AUTOMOTRIZ   ,REFACCIONES                   ,CADENAS MOTOS                 
57512,BICICLETAS/BEBES/AUTOMOTRIZ   ,REFACCIONES                   ,COMPONENTES ELECTRICOS MOTO   
57515,BICICLETAS/BEBES/AUTOMOTRIZ   ,REFACCIONES                   ,FILTROS DE AIRE MOTO          
57516,BICICLETAS/BEBES/AUTOMOTRIZ   ,REFACCIONES                   ,FILTROS DE GASOLINA MOTO      
57517,BICICLETAS/BEBES/AUTOMOTRIZ   ,REFACCIONES                   ,FILTROS DE ACEITE MOTO        
58130,BICICLETAS/BEBES/AUTOMOTRIZ   ,CASCOS                        ,CACHUCHA                      
58140,BICICLETAS/BEBES/AUTOMOTRIZ   ,CASCOS                        ,VACIA                         
58150,BICICLETAS/BEBES/AUTOMOTRIZ   ,CASCOS                        ,VACIA                         
58220,BICICLETAS/BEBES/AUTOMOTRIZ   ,CAJAS MOTOS                   ,CAJAS DE REPARTO              
58230,BICICLETAS/BEBES/AUTOMOTRIZ   ,CAJAS MOTOS                   ,ALFORJAS MOTOS                
58310,BICICLETAS/BEBES/AUTOMOTRIZ   ,CANDADOS                      ,CANDADOS                      
58701,BICICLETAS/BEBES/AUTOMOTRIZ   ,Proteccion y ropa motociclista,"CHAMARRAS, PANTALONES Y PETOS "
64530,LINEA BLANCA                  ,ESTUFAS                       ,ESTUFAS DE EMPOTRE 20         
64540,LINEA BLANCA                  ,ESTUFAS                       ,ESTUFAS DE PISO.COM           
67046,LINEA BLANCA                  ,LAVADORAS                     ,CARGA FRONTAL 15 KG O MENORES 
68610,LINEA BLANCA                  ,CONGELADORES                  ,5 PIES                        
68615,LINEA BLANCA                  ,CONGELADORES                  ,7 PIES                        
68620,LINEA BLANCA                  ,CONGELADORES                  ,9 PIES                        
68630,LINEA BLANCA                  ,CONGELADORES                  ,15-16 PIES                    
70115,RELOJERIA                     ,RELOJ DAMA                    ,D SMART                       
70216,RELOJERIA                     ,RELOJ CABALLERO               ,C SMART                       
75001,RELOJERIA                     ,OXIMETRO                      ,OXIMETRO                      
75201,RELOJERIA                     ,MEDIDOR DE PRESION            ,MEDIDOR DE PRESION DE BRAZO   
75202,RELOJERIA                     ,MEDIDOR DE PRESION            ,MEDIDOR DE PRESION DE MUÑECA  
75301,RELOJERIA                     ,GLUCOMETRO                    ,GLUCOMETROS                   
75302,RELOJERIA                     ,GLUCOMETRO                    ,CONSUMIBLES                   
75401,RELOJERIA                     ,RESPIRATORIO                  ,NEBULIZADORES                 
75601,RELOJERIA                     ,APARATOS AUDITIVOS            ,APARATOS AUDITIVOS            
75701,RELOJERIA                     ,ANDADERAS                     ,ANDADERA SENCILLA             
75702,RELOJERIA                     ,ANDADERAS                     ,ANDADERA DOBLE APOYO          
75703,RELOJERIA                     ,ANDADERAS                     ,ANDADERA CON ASIENTO          
75704,RELOJERIA                     ,ANDADERAS                     ,ANDADERA CON RUEDAS           
75801,RELOJERIA                     ,MULETAS                       ,MULETAS PAR                   
75901,RELOJERIA                     ,BASTONES                      ,BASTON DE UN APOYO            
76101,RELOJERIA                     ,AUXILIARES PARA BAÑO          ,WC - COMODO                   
76102,RELOJERIA                     ,AUXILIARES PARA BAÑO          ,BAÑO Y REGADERA               
76301,RELOJERIA                     ,DESCANSO DEL PACIENTE         ,COLCHON DE PRESION ALTERNA    
76401,RELOJERIA                     ,REHABILITACION                ,ORTOPEDIA BLANDA              
76402,RELOJERIA                     ,REHABILITACION                ,COMPRESAS                     
76403,RELOJERIA                     ,REHABILITACION                ,FISIOTERAPIA                  
76414,RELOJERIA                     ,REHABILITACION                ,CORRECTOR DE POSTURA          
77501,RELOJERIA                     ,MINERALES                     ,MAGNESIO                      
77502,RELOJERIA                     ,MINERALES                     ,POTASIO                       
77503,RELOJERIA                     ,MINERALES                     ,ZINC                          
77701,RELOJERIA                     ,OTROS NO DEPORTIVOS           ,OMEGA                         
77702,RELOJERIA                     ,OTROS NO DEPORTIVOS           ,CUIDADO PCU                   
77703,RELOJERIA                     ,OTROS NO DEPORTIVOS           ,AUXILIARES PARA EL SUEÑO      
77704,RELOJERIA                     ,OTROS NO DEPORTIVOS           ,HERBALES                      
77705,RELOJERIA                     ,OTROS NO DEPORTIVOS           ,SALUD DIGESTIVA               
77706,RELOJERIA                     ,OTROS NO DEPORTIVOS           ,OTROS                         
20250,ELECTRONICA                   ,AUTO STEREOS                  ,CAMARA DE REVERSA             
20304,ELECTRONICA                   ,BOCINA CAR AUDIO              ,CAJONES PARA BOCINAS          
20413,ELECTRONICA                   ,AUDIO                         ,MINI AUDIO HIPOWER            
20419,ELECTRONICA                   ,AUDIO                         ,MICROCOMPONENTES COPPEL.COM   
21035,ELECTRONICA                   ,TELEVISOR COLOR               ,TELEVISOR LCD  19 - 24        
21040,ELECTRONICA                   ,TELEVISOR COLOR               ,TELEVISOR LCD  26 - 27        
21220,ELECTRONICA                   ,INSTRUMENTOS MUSICALES        ,TORNAMESAS                    
21609,ELECTRONICA                   ,DVD                           ,BLU RAY                       
